class,score
0,4.164851580990309e-07
0,3.1761949889336876e-07
0,1.521820935058304e-06
0,3.9271319577633155e-07
0,2.5409434546228846e-07
0,2.388348520458759e-07
0,1.7712660064463964e-07
0,1.6792309791653427e-07
0,1.995138150291663e-06
0,2.584364963449245e-06
0,4.129686886841001e-06
0,2.8274918768948024e-07
0,1.0864601847821416e-06
0,2.1473122973757902e-05
0,7.589934032572698e-06
0,3.391196999002771e-07
0,3.8537910240116894e-07
0,2.742139117392701e-07
0,1.09687282444471e-05
0,5.276501490560124e-07
0,1.8384237864498195e-07
0,3.78431786963909e-07
0,1.3416484950561648e-05
0,5.814321534740154e-07
0,1.500418929320533e-05
0,6.585055547650586e-06
0,1.3784891700208085e-06
0,1.428087915508048e-06
0,1.3441498913889145e-07
0,5.615454626620231e-07
0,1.8880530952279134e-07
0,5.25372614511983e-07
0,6.204426291749661e-06
0,2.5514487903426805e-07
0,2.653797337859993e-07
0,1.5723975192357229e-06
0,1.401426659908376e-05
0,4.385567441230907e-07
0,1.8951060341592682e-06
0,3.4445830900241107e-06
0,5.274135585272379e-07
0,3.063379874193252e-07
0,1.7865976434157626e-07
0,3.151777975294956e-07
0,2.6564274795348244e-07
0,3.1630498423672154e-05
0,2.411409209180455e-07
0,2.9656052310298517e-07
0,4.504801645470688e-06
0,7.722971671179227e-07
0,0.00025495029495658345
0,2.817121293574486e-07
0,6.300349954284847e-07
0,1.0799138487013713e-07
0,1.971141834324206e-05
0,1.390117076123418e-06
0,2.937275027157468e-05
0,4.059171121889587e-07
0,1.5678698832392477e-07
0,1.2786716818361193e-07
0,2.7979403552953897e-07
0,1.9405980845892384e-06
0,2.958287336378895e-07
0,1.850496172616728e-07
0,2.5044972005253962e-06
0,2.7133615172089927e-07
0,7.90547313939689e-07
0,4.399046522044082e-07
0,2.0707657165616683e-06
0,6.295789727951319e-07
0,1.485690808076537e-06
0,1.030098207799641e-07
0,1.5637196770371562e-06
0,2.515273057796251e-07
0,1.9143352407327223e-05
0,6.383396154774606e-07
0,1.7795493767009302e-06
0,2.525544119789471e-05
0,2.09771960848184e-06
0,2.6838818419003154e-07
0,4.883756201863494e-07
0,6.000473720721586e-06
0,5.401438398659853e-07
0,1.7973163287574737e-06
0,1.450484984455296e-06
0,4.85355700515799e-07
0,1.8148541886575487e-05
0,4.82406399603127e-07
0,7.462773339048283e-07
0,1.3885344767448732e-07
0,5.200271871141307e-07
0,5.099118991694278e-06
0,1.9639797259344796e-06
0,2.00175903048219e-07
0,5.898053457790377e-07
0,0.00019893485273277578
0,1.527104338267517e-05
0,7.129403073584237e-07
0,2.2463381249839557e-07
0,3.018364337777729e-07
0,1.0138815777628522e-06
0,3.262555936858625e-07
0,1.7532669225995376e-06
0,6.282877209200375e-07
0,7.415126113016555e-07
0,1.8175260277652727e-06
0,3.739935891936144e-06
0,0.0010052667900383885
0,1.1951647074272885e-06
0,1.6502768087973983e-05
0,5.936620590036062e-07
0,1.2403873055203226e-06
0,4.719228368062678e-06
0,3.3800675696372695e-06
0,6.685363315028764e-07
0,7.828481321187514e-07
0,6.615822913051684e-07
0,4.701849625393783e-07
0,3.2272024979234747e-07
0,8.089685063130884e-07
0,4.243555080422791e-07
0,2.383507652173655e-06
0,7.082391373163228e-07
0,2.8828069444000714e-06
0,1.581553236217218e-06
0,1.2779248855936594e-06
0,2.390054177606259e-07
0,5.056761698668502e-07
0,4.840099035021465e-07
0,6.926945560796885e-07
0,2.6034708138723927e-06
0,8.724464446951908e-07
0,3.090357810013936e-07
0,5.6025120214929e-06
0,3.829579071349073e-06
0,5.762300850380291e-07
0,1.0693931918511286e-06
0,1.7197973274075054e-06
0,6.500306535850805e-06
0,3.070113565037602e-06
0,3.1379568614554264e-07
0,1.105934699751397e-06
0,4.1330323619632563e-07
0,3.1818869901948463e-07
0,2.587240369746594e-07
0,6.77462155633908e-07
0,1.6038646370298923e-07
0,4.593056943563149e-07
0,5.084609368409531e-06
0,1.1298198985628995e-06
0,4.1035448694056125e-07
0,2.4153250622647934e-05
0,9.05626839994703e-06
0,8.969816185021018e-07
0,3.8804269709192564e-07
0,2.2044015331386534e-07
0,1.6874485645651784e-06
0,4.468445413226753e-07
0,1.3888943154874787e-06
0,1.976414528012768e-06
0,2.127789652770585e-07
0,0.001219874703944135
0,2.1965815843566492e-05
0,3.6595908180408115e-07
0,1.8934388934532565e-05
0,6.49605434274504e-07
0,9.7763410575022e-06
0,6.305027400291953e-07
0,4.611413416203987e-06
0,4.965877734827408e-06
0,2.1116812462581402e-07
0,2.299043152264858e-06
0,3.233111450487617e-07
0,1.1073823449720993e-05
0,4.65149777897908e-07
0,3.6622796346956387e-07
0,8.171725665297e-07
0,2.28786970240267e-06
0,3.0611428313333916e-06
1,0.999818397927073
0,0.0003380949548231433
0,3.3561002286915735e-06
0,4.6861741276483275e-07
0,4.3882658652014903e-07
0,2.449258638583244e-07
0,7.848596562847624e-07
0,7.162553595546715e-07
0,1.248553080952186e-07
0,4.537656183541385e-07
0,0.0015498370212287495
0,6.203099293318954e-06
0,3.1255476662545443e-07
0,5.064287765231766e-07
0,9.390229031871035e-07
0,1.6416543634867647e-06
0,1.463438938576311e-05
0,1.3114630094395883e-05
0,4.557293606728392e-07
0,6.405626484691851e-06
0,3.697147179021514e-06
0,2.2250083193897193e-07
0,1.0011244722531357e-06
0,2.899714270327502e-07
0,2.346032609165017e-05
0,9.446440236601646e-07
0,4.7400812178821356e-07
0,2.506253616898541e-07
0,2.32680089207053e-06
0,1.8599973386998439e-06
0,4.425000544845811e-06
0,2.8470052808894766e-06
0,2.041939676493244e-06
0,1.4973203111896288e-07
0,1.0074798512976886e-06
0,2.650675973702295e-07
0,1.3903141170754781e-05
0,4.056367812173271e-06
0,1.4046231254774858e-06
0,7.521993700274111e-07
0,9.562033894264664e-07
0,2.4501869696064785e-07
0,1.1952985859800288e-06
0,5.516544614949544e-07
0,1.8739662382582905e-06
0,2.332560035488599e-06
0,3.889622034271074e-06
0,1.0072429660420574e-06
0,1.6751400463055647e-05
0,3.2255911358465164e-07
0,2.8733147938021804e-07
0,1.1297775529547576e-06
0,2.692472683058222e-07
0,8.618809686806425e-07
0,2.3447822295874714e-07
0,1.5583602628906569e-06
0,3.6946423161936835e-07
0,7.202641679716353e-06
0,1.0400178791415252e-05
0,5.339997968269184e-07
0,1.0811057849650949e-06
0,2.4643643843837965e-07
0,1.8816959867695087e-07
0,3.70815790165522e-06
0,1.2398656681868264e-06
0,1.6714801719787732e-06
0,6.112798563576274e-07
0,1.6653681783547958e-06
0,1.551426371693406e-07
0,8.974653011538839e-07
0,1.7550049361629626e-06
0,3.8851744749077644e-07
0,3.27482267313266e-07
0,7.49463814318214e-07
0,1.3468775227582317e-06
0,1.8990954769627167e-06
0,2.498373144237272e-07
0,2.858251766921569e-07
0,1.2284316986976783e-06
0,1.8059543673993865e-06
0,5.647895715819606e-07
0,1.1093576060255434e-06
0,2.1001154463616686e-06
0,2.2132689542534098e-07
0,9.417460854925729e-07
0,5.712557837702987e-07
0,2.878773392384904e-06
0,1.9717880387197793e-05
0,7.573468275100677e-07
0,2.311750048826342e-06
0,3.341125422590921e-07
0,2.724072267774634e-07
0,1.372089437699334e-06
0,2.483289810783747e-06
0,4.2043123769700435e-07
0,5.195071957744841e-07
0,7.6254265724869475e-06
0,2.5671939942544205e-06
0,1.6039609073965228e-06
0,1.1639286030569093e-06
0,2.1342191910819834e-07
0,2.2165159991968674e-06
0,1.38597392595872e-06
0,2.871622755999189e-06
0,5.122452487225781e-07
0,2.780151093425917e-06
0,1.5321221514525099e-06
0,4.864860053800752e-07
0,1.468194174496272e-06
0,4.191357387256558e-06
0,5.14972791381334e-06
0,3.0027587364745504e-05
0,5.446985120606601e-07
0,5.620978119480561e-07
0,1.556435412114182e-07
0,4.161093087025747e-06
0,2.6557407760345023e-07
0,3.238563501119164e-07
0,3.192557307645532e-07
0,6.511971621706206e-07
0,5.15444382858767e-07
0,3.5138372717778675e-06
0,5.081419175947487e-07
0,1.059728123601849e-06
0,2.3310011553581872e-06
0,1.0004692534098742e-05
0,3.2318147291202068e-06
0,2.180914766642895e-06
0,1.142083585897582e-06
0,3.1746971148357295e-06
0,4.32561435512598e-07
0,3.866308693946284e-07
0,5.616841415525198e-07
0,0.0001898948540939963
0,3.655532646596802e-07
0,3.076640563411024e-06
0,7.174873952553691e-05
0,2.902384186100921e-06
0,5.932196318977623e-07
0,8.851425552498526e-07
0,7.617140618565593e-06
0,2.3929715619407456e-06
0,3.9344739962224703e-07
0,7.694938304605549e-06
0,5.840333127513808e-07
0,5.261162170122674e-07
0,5.446322488707001e-06
0,3.6731537177626803e-07
0,3.6479342769952403e-07
0,2.1802842943627244e-07
0,5.205865598080463e-06
0,3.484661313055955e-06
0,6.06648472559781e-07
0,6.195614049003439e-07
0,4.7414605614786226e-06
0,7.108427911228515e-07
0,3.85196508949883e-07
0,2.5005735834097643e-06
0,9.739362208406774e-07
0,2.640722106395151e-06
0,9.273462072651228e-07
0,5.665594544560716e-07
0,3.642962512866206e-07
0,2.5548202220070706e-06
0,5.838685352061816e-07
0,2.6092163616830416e-07
0,3.336686803675421e-07
0,2.9030151151142793e-07
0,9.505652194614006e-07
0,3.238838408262716e-07
0,5.114351748626052e-07
0,1.8292393386107518e-06
0,5.819220663873865e-07
0,3.2956655974240073e-07
0,4.359860985921503e-07
0,2.9278089519272527e-07
0,1.0121488959345145e-05
0,3.856348454646197e-06
0,6.396208874983397e-06
0,3.21702507662596e-07
0,5.690880359332601e-06
0,3.9703656672090365e-07
0,2.735434577261795e-07
0,7.194443264564925e-07
0,2.3891669972126493e-07
0,2.7124189799942515e-06
0,8.852249233753998e-07
0,2.0259448693189354e-07
0,1.756926993968692e-07
0,7.61995213082023e-07
0,1.7454286317240443e-07
0,1.3707016382959583e-07
0,1.4545813552899107e-05
0,7.792418847684503e-07
0,1.1998832476812096e-06
0,1.3653071864252472e-05
0,6.724833690394213e-06
0,3.667388843047848e-06
0,1.3885531243436778e-06
0,1.529539900138044e-07
0,5.544959980763263e-07
0,1.4085889492747947e-07
0,7.980460893616078e-07
0,2.0397626808031336e-05
0,4.822071535853696e-06
0,7.734863457435814e-07
0,1.114826517630327e-07
0,1.1831582874883168e-07
0,1.3146295484668287e-07
0,8.495099797420376e-06
0,1.7890774311539683e-07
0,1.4238682461196472e-07
0,2.1909484121986354e-07
0,5.784493908292357e-07
0,1.9463214950155423e-07
0,3.6432267850550624e-07
0,3.849344205182235e-07
0,1.8733643703577581e-07
0,1.3435858492838987e-06
0,2.8046296420218445e-07
0,1.1271731530925876e-06
0,6.08785793234846e-08
0,9.672504549004114e-08
0,1.243498690192449e-07
0,1.5880185385842786e-07
0,5.228529674765523e-07
0,2.868744712754475e-07
0,6.575843467273516e-07
0,5.828472626292152e-06
0,2.0096495660213817e-07
0,1.6612194507912005e-07
0,4.054007518798252e-07
0,2.481642540585263e-07
0,1.5473374038466095e-07
0,7.406840584849789e-07
0,2.0363747971380502e-07
0,4.2640213499949805e-07
0,9.08885110147556e-08
0,3.867873303079765e-07
0,3.2821641063272367e-07
0,1.0970343573932025e-06
0,6.572135438386401e-06
0,2.629431706038064e-06
0,1.088834801611992e-07
0,2.2862868165103787e-07
0,4.087074787614075e-07
0,1.1273825203535565e-06
0,1.740354508681771e-07
0,2.1226050641095215e-07
0,2.231827230485378e-06
0,8.537386278565839e-08
0,1.5500367898253244e-05
0,5.8177295715602336e-08
0,1.311858134660939e-06
0,1.0261390562502208e-06
0,6.68072849769462e-08
0,4.961561026592285e-07
0,2.328040621746901e-07
0,1.4333271122073828e-07
0,3.3375044644061306e-06
0,9.53611640504953e-07
0,1.7568102942691046e-06
0,2.0304339684883853e-06
0,3.053880654687122e-05
0,4.620179506878719e-07
0,9.665596527784738e-08
0,4.345747973742555e-07
0,2.3897604922938817e-07
0,2.4137906916830605e-07
0,2.5499866246446883e-07
0,2.330995367377575e-07
0,1.8104047951176468e-07
0,1.4619810006862994e-05
0,4.79989739922683e-07
0,1.800309265853629e-07
0,1.1546421559540772e-07
0,5.911395043934496e-07
0,2.072867988285167e-07
0,7.648259768587834e-07
0,1.9345911847462948e-06
0,1.8177277207465284e-07
0,3.5314685626178785e-07
0,1.5325724968008996e-06
0,2.9185357392814117e-07
0,7.941750280306345e-07
0,5.740851563796282e-07
0,5.32650853261001e-07
0,5.977264953822115e-07
0,1.537796683080509e-07
0,3.568940540862151e-06
0,8.704296107353548e-07
0,2.1789406606780534e-07
0,1.0685514022634596e-06
0,9.030941306660484e-08
0,5.540819284278993e-07
0,1.25614183610567e-06
0,2.6035921485010566e-07
0,3.380564690327253e-07
0,1.0471641092611759e-06
0,3.920665432583669e-06
0,4.985258788334584e-07
0,2.315784909853315e-07
0,9.629140176838318e-07
0,8.624394134008585e-07
0,1.8210580851959756e-07
0,1.5417339019641487e-07
0,1.437101781424988e-07
0,2.819831387264444e-07
0,2.1064411956130472e-07
0,6.461611980678564e-08
0,1.087726672781153e-07
0,0.0002347184290053612
0,2.702141346306821e-07
0,1.4681605348213453e-07
0,3.1817886431360997e-06
0,2.7890298357477364e-06
0,4.040507034233845e-06
0,3.1531691494802746e-07
0,1.6311880880648004e-07
0,4.524744429093586e-06
0,1.7280092954087812e-07
0,3.8225661471421107e-07
0,1.1650601619260208e-06
0,1.9105222154509485e-06
0,6.446173040063939e-06
0,4.003372940028112e-07
0,6.853899528461727e-07
0,1.3636574246061693e-06
0,2.520614898360345e-07
0,2.8260408262905335e-07
0,1.0385672872549511e-07
0,2.0276751196826812e-07
0,1.346741413097142e-07
0,0.0007577944172203372
0,3.3194445215092475e-07
0,1.9795276137718172e-06
0,2.0894164669028903e-07
0,9.29686016109611e-07
0,3.3323441827925523e-07
0,4.971691322191162e-07
0,2.151635339978866e-06
0,3.5129142369348254e-07
0,4.9280248522543726e-08
0,3.0926973033699067e-07
0,2.2220778783638582e-07
0,4.908503211139299e-07
0,9.624892724757036e-06
0,1.3138547347685983e-06
0,7.695672287482304e-07
0,3.1784479884931033e-07
0,2.379577026054678e-06
0,1.1134136938641424e-07
0,3.535236513214794e-07
0,3.825844762482329e-06
0,5.664457322373248e-07
0,3.543789714173869e-07
0,2.3966317897987286e-07
0,4.877146224565947e-07
0,9.64220999149295e-07
0,7.810039529251369e-07
0,3.880357986493506e-07
0,5.645514293878307e-07
0,8.644700623115031e-07
0,7.858205249584492e-08
0,5.457832395693047e-07
0,1.356544813966491e-06
0,6.566237589708523e-07
0,1.4896515441667008e-07
0,1.0449193630490097e-07
0,8.701913322789699e-07
0,1.4766857259181655e-06
0,1.1697354908434222e-06
0,4.567309301487286e-07
0,2.094129191441093e-07
0,3.8237509502809927e-07
0,1.4638534794641654e-06
0,2.1662178552839957e-07
0,1.5984893040880502e-07
0,1.3632991363092195e-07
0,1.7141579937868298e-07
0,6.450459746399429e-07
0,2.9692021240286665e-06
0,3.7828770134990614e-06
0,1.3921766243882377e-06
0,3.8395819441542193e-07
0,4.271343007336703e-07
0,3.3032399804251785e-06
0,5.116197902967708e-07
0,1.2403413860572442e-06
0,1.404545767060708e-06
0,2.0779083919450175e-07
0,4.238044392000511e-06
0,4.553108776835066e-07
0,2.1873089449020228e-07
0,6.910060730371772e-06
0,5.882108978011055e-07
0,1.6554816256102055e-07
0,1.0329785168032276e-07
0,5.455380949275696e-07
0,3.0557259245941207e-07
0,8.590750075622349e-07
0,3.3811303986275013e-07
0,4.517744038609144e-07
0,6.880360857427149e-07
0,1.3569322580414633e-06
0,6.075332109182616e-06
0,7.584064250760208e-07
0,3.589977787707552e-07
0,1.353783339359132e-07
0,3.04918382857428e-07
0,2.157742881118004e-07
0,1.8740434281439528e-07
0,2.881402030357771e-07
0,1.367862716025077e-07
0,1.0095837408141557e-06
0,1.032640142142082e-06
0,3.6795170318248785e-06
0,2.3275471947406656e-07
0,2.0463931234627474e-06
0,6.695582335492897e-07
0,1.9543059208129272e-07
0,1.3492192013053214e-07
0,1.4829752327541395e-06
0,2.599582059763128e-07
0,2.675475635708212e-07
0,2.602765563440406e-07
0,7.811612207887478e-07
0,2.0193141288285481e-07
0,2.499085066577354e-07
0,6.974644136237121e-07
0,1.402303338070314e-07
0,7.110025651357832e-06
0,3.186447352290939e-06
0,1.8265981320892076e-06
0,4.586138792637991e-06
0,6.012665164499943e-05
0,5.970997219004781e-07
0,1.323831861233446e-06
0,1.0020207872043397e-06
0,1.7939262201603238e-07
0,3.738515746995178e-07
0,2.1242878043890084e-07
0,5.021516066857275e-07
0,1.3336548735995961e-06
0,9.421703666937409e-08
0,3.347093905089283e-07
0,1.2534864293754587e-07
0,7.639166734876845e-07
0,9.253394652230981e-07
0,1.5665743840370064e-06
0,2.1694738595960438e-07
0,1.327885082695702e-06
0,8.409851691338552e-07
0,2.1586604630344577e-06
0,1.525775243432386e-07
0,8.383729348347875e-06
0,3.3967501267810297e-07
0,3.0402852540988725e-06
0,1.6954228248182706e-06
0,7.59038855151152e-08
0,1.6494197962430718e-06
0,3.1820922020204025e-07
0,1.077974596186856e-06
0,3.9696609447655985e-07
0,4.802239291701804e-07
0,2.2444976921857895e-07
0,1.0259170044035764e-07
0,3.990713708026462e-07
0,8.357179182405583e-07
0,2.4850826147977226e-07
0,4.416655337221685e-06
0,1.359298097244873e-07
0,2.1863371835383005e-06
0,4.583586375252335e-07
0,8.009229287804523e-07
0,0.0001731748329373971
0,3.7706999216964286e-07
0,9.076440631628679e-07
0,2.146130272273372e-06
0,1.4505446754620292e-07
0,1.2733519182869177e-07
0,1.6551844095915146e-07
0,4.0020978634835953e-07
0,1.2328754799370962e-06
0,2.0122648896673607e-07
0,3.54538290931034e-07
0,2.9382913417133863e-07
0,5.017010494446701e-07
0,1.9040374586728677e-07
0,4.284157188382863e-07
0,3.7865215202425287e-07
0,1.5850479567836e-06
0,4.588074441671799e-06
0,3.325352050475775e-07
0,1.4864035985699308e-06
0,2.2332790186537477e-07
0,4.90511668391802e-07
0,1.338175503966331e-05
0,1.389102657369358e-05
0,1.8892620094720578e-06
0,5.573390131994817e-07
0,6.06293438499641e-07
0,3.70596263028643e-07
0,2.0172195175554993e-06
0,2.399768637688708e-06
0,2.1198082409089043e-06
0,3.957424038315442e-06
0,4.9527257449042e-06
0,4.2589054695413405e-07
0,1.7271330514483679e-06
0,1.4667275299216272e-06
0,1.7905476843015084e-06
0,6.489574859425082e-07
0,1.0920085307092943e-06
0,2.0541981860893676e-06
0,8.793898192758509e-06
0,1.7466602134539251e-07
0,1.45871311659891e-05
0,2.6204729478910185e-06
0,4.588062190212613e-07
0,2.77566726272187e-07
0,5.64195173830836e-07
0,2.3480032219057968e-07
0,2.8898915209039034e-06
0,1.3405144631993091e-06
0,5.72314463836139e-07
0,9.810244718603694e-07
0,1.6676392517326974e-06
0,1.1376423743573516e-07
0,1.6086562899840558e-07
0,1.071604074523102e-06
0,4.040895594325226e-07
0,2.3648048659709152e-07
0,8.191022135769376e-07
0,3.56851075775109e-07
0,2.513570681503287e-07
0,2.6756500635174222e-06
0,1.2215155263457272e-06
0,8.757892781819537e-07
0,0.0001883027818994301
0,7.333142207029269e-07
0,2.2266433775208997e-07
0,1.1456608621335223e-06
0,1.9652335392808678e-07
0,3.0910935383393335e-07
0,4.2420857928698794e-07
0,4.214720965468235e-07
0,7.207687978536522e-07
0,4.918437964348156e-07
0,3.091037581464518e-07
0,4.0839461927487727e-07
0,1.5769595740615327e-06
0,1.6699025595393254e-07
0,6.694992712701385e-07
0,4.587826504362543e-07
0,1.0181128657764897e-06
0,1.4725679883167762e-06
0,4.926978049465309e-07
0,5.996370026872887e-07
0,1.7039524709541088e-06
0,4.875621306597031e-06
0,9.132177875523141e-07
0,7.258330265385603e-08
0,1.6718899425228338e-06
0,3.506388529070091e-07
0,1.5397466460689123e-06
0,2.8818003495527523e-07
0,4.701089365729372e-06
0,2.470540987753244e-06
0,3.493412599842461e-07
0,1.8015426319160816e-06
0,2.953309055971502e-06
0,2.6376437759515602e-06
0,3.2113655564043227e-07
0,2.4259201248732496e-06
0,3.235725433259179e-06
0,3.208660111227651e-07
0,4.943435103237708e-07
0,2.8136198664352077e-07
0,2.348747417637413e-06
0,2.1667024851046853e-07
0,7.260836001648062e-06
0,3.6066827498750436e-07
0,8.697262099807065e-07
0,5.439498546969033e-07
0,2.983444696568862e-07
0,5.285164703865174e-06
0,1.0167536449780139e-05
0,1.6913690658424549e-06
0,7.271295362721043e-07
0,3.613529629871329e-05
0,4.394674289889913e-07
0,8.137512028054569e-06
0,2.3368864911906576e-06
0,1.0601345740190539e-06
0,2.957159930162453e-07
0,0.0003012103522644883
0,1.3981084908373404e-07
0,3.4004404600216235e-07
0,1.581729364170186e-07
0,2.713076091040977e-07
0,1.7721186794446038e-06
0,1.0046820152325242e-07
0,1.0903651763840143e-07
0,4.7661467395438764e-07
0,1.3629610692731222e-06
0,2.7995778175307817e-07
0,1.3303739071931507e-06
0,3.8454471811479254e-07
0,1.414595253086143e-06
0,6.299832055691795e-07
0,2.6665679748860025e-06
0,5.373876164009067e-07
0,4.1222288005844627e-07
0,8.562755337901427e-07
0,1.1477513670561926e-07
0,6.838398289066357e-07
0,3.5067058091865127e-07
0,2.6999983300530167e-07
0,6.838275167270117e-07
0,5.16854443196703e-07
0,4.22361243020838e-06
0,2.499397194609861e-07
0,1.5900563909297087e-07
0,0.0005687414336127388
0,2.9824285430821187e-07
0,3.130129492335317e-07
0,3.3486941293852556e-06
0,9.224312941239358e-07
0,5.158048588699818e-07
0,1.0462022960477261e-07
0,1.895604194397397e-06
0,1.7448814145298102e-07
0,2.772380404643905e-07
0,1.894095577772985e-07
0,3.176886274117562e-07
0,1.638681100989869e-06
0,6.334107453615784e-07
0,3.73308797383041e-07
0,4.133771005471689e-07
0,1.0256562344952477e-06
0,1.673608288326184e-05
0,5.0450443008011334e-08
0,1.008734995159549e-06
0,1.8910041838912811e-06
0,2.6045182159301334e-05
0,6.620641735615642e-07
0,1.3831991061986916e-06
0,5.527252899496005e-06
0,1.7978192162851022e-07
0,2.0617972840366954e-07
0,5.963302412804827e-07
0,2.827761181080186e-07
0,3.975265832528493e-07
0,1.0365947879352148e-06
0,3.5329769296311406e-07
0,2.0315105550065677e-06
0,1.9836406582166588e-07
0,2.629448413705542e-05
0,1.0275509159818906e-07
0,5.830371868357468e-07
0,6.192233554228045e-07
0,2.0689086932064087e-06
0,1.6771636731842062e-06
0,9.147840227956743e-07
0,2.930253931354341e-07
0,2.211846954555719e-06
0,1.1370762737410512e-06
0,1.2086867434907913e-06
0,3.5104444773971094e-07
0,1.1417634514198155e-06
0,1.1800032213801127e-07
0,6.766353890640899e-06
0,5.782353310064331e-07
0,6.259324425205114e-07
0,8.002344160991669e-05
0,1.8226689865566277e-07
0,0.002471260876133493
0,5.407152927526201e-06
0,1.707668599326237e-07
0,2.8809004957210675e-07
0,1.5752230663526872e-06
0,3.9595773644370926e-07
0,7.899986799634074e-07
0,2.177211125430379e-06
0,5.408376490245515e-07
0,4.636519187004479e-07
0,1.215810729391236e-06
0,2.1546185467551283e-07
0,6.151848583083717e-07
0,2.582708595949298e-07
0,3.2771108991775246e-07
0,1.720364399338567e-06
0,2.5650664579469866e-07
0,1.752079793130265e-07
0,2.660396542549143e-07
0,1.1243946122126476e-05
0,2.0901846152927855e-06
0,2.8885275580909115e-07
0,1.507750347744231e-07
0,2.7143743694983445e-06
0,4.3975373298810966e-07
0,2.5808182700951967e-06
0,1.9749102927679766e-05
0,1.0201421137667272e-06
0,9.243456543389142e-07
0,5.384380026355146e-07
0,3.1273239438985864e-07
0,2.8548027388527947e-05
0,4.856585201494454e-07
0,4.850971886279642e-07
0,4.724919858455853e-06
0,6.921922897879367e-07
0,6.679841856890112e-08
0,8.015226777983369e-07
0,1.4550538471518612e-06
0,1.4784232374285488e-05
0,2.5196944451167104e-06
0,4.4948221486021607e-07
0,7.449232327838943e-07
0,4.591416118217846e-07
0,4.759684341494935e-07
0,7.904915448188996e-06
0,5.329008590321375e-07
0,1.9046966229158228e-07
0,2.1364304729082692e-07
0,3.5350232080392604e-07
0,3.44678295381823e-07
0,3.8151050207192136e-07
0,1.7994309910859307e-07
0,2.1797027493929688e-07
0,4.899623652456493e-06
0,7.8568453628778e-07
0,1.9041455521549966e-06
0,3.464986813046316e-07
0,8.982480161215956e-07
0,2.678480588075908e-07
0,1.7852947641384746e-06
0,9.56331027891222e-06
0,7.174789455672225e-08
0,9.764205253341008e-07
0,4.810679164062483e-07
0,1.1410228480327956e-07
0,8.89663927962186e-06
0,1.131418664160373e-06
0,5.071515146580935e-07
0,4.890129711423067e-07
0,3.58593479503897e-05
0,7.091016104397617e-06
0,7.175352688200311e-07
0,4.984996452424123e-07
0,9.869310489342356e-07
0,2.634657174328258e-07
0,4.0306663936911044e-07
0,6.243403823755354e-07
0,1.4030288275508747e-06
0,4.826340522055589e-07
0,7.037288412384887e-07
0,1.6453181409456288e-07
0,1.0123149796506505e-06
0,2.5094243941016493e-06
0,5.2962975994284884e-06
0,4.3571694789894837e-07
0,1.1332154644717981e-05
0,4.202988996810268e-05
0,6.622303443394764e-07
0,1.1971100333420355e-06
0,8.384003999757255e-08
0,2.0179374261521087e-06
0,1.1754224499076915e-07
0,3.644499813422413e-07
0,8.974935983001412e-07
0,6.739316053135357e-07
0,5.8107664956229e-07
0,1.4073944739412494e-07
0,2.3769963785956345e-07
0,3.8596006182203987e-07
0,1.0362685178713495e-06
0,1.9204003260832644e-07
0,1.6586291405882353e-06
0,5.3928189993693685e-06
0,5.434184570411498e-07
0,3.514734655692891e-07
0,4.326696111740105e-07
0,4.171380953730387e-07
0,3.8370637712274e-07
0,5.821040756648128e-07
0,2.562927551283308e-06
0,6.705505216104473e-07
0,1.2313713784811383e-05
0,3.1831068332486492e-06
0,3.1893108722504346e-07
0,4.902857330296067e-07
0,3.8039456925903415e-07
0,3.3940973896819733e-06
0,1.0009989951909184e-05
0,1.460520415352151e-07
0,1.2876453740480899e-06
0,1.0208355313693725e-06
0,2.3721593399841255e-07
0,9.748494507932923e-06
0,1.6805681395466867e-06
0,4.226281883764137e-06
0,6.000456699392914e-07
0,8.523394395576085e-06
0,3.9943752209095397e-07
0,2.2629045727322873e-07
0,1.4685590718680246e-07
0,4.5701104581906113e-07
0,3.2305785645837896e-07
0,1.1323613762249362e-07
0,2.5438985631783808e-06
0,2.598451027392723e-07
0,2.828893875336519e-07
0,1.458406461811979e-06
0,2.6807739806251635e-06
0,3.170913813261811e-07
0,5.196399691125098e-07
0,1.288508672869596e-07
0,3.522980196169524e-06
0,5.627219004636364e-07
0,6.430971391752948e-07
0,7.928069656155742e-07
0,1.062669923769646e-06
0,3.1211202776108012e-06
0,3.646377423554595e-07
0,2.534134478833667e-07
0,4.900179939126242e-07
0,1.9646602486181555e-05
0,3.930155844749536e-05
0,3.9928645424266506e-07
0,2.5709043908388483e-06
0,1.1773469396011038e-07
0,3.777830440243165e-06
0,2.4984191584123093e-06
0,6.758106949525942e-07
0,2.749205858742262e-07
0,3.427848186488811e-07
0,8.284960686759542e-07
0,7.6486318949682e-07
0,6.873672909032213e-07
0,6.417805449960437e-07
0,3.207833994451084e-06
0,3.1661679187569733e-07
0,7.229014579727501e-07
0,2.39147928000627e-07
0,4.6220683947997787e-07
0,9.548039780008112e-07
0,2.450950588254628e-07
0,2.7732188273581026e-07
0,4.837487773892227e-06
0,2.8355465502130745e-07
0,7.505552407608073e-07
0,1.3829053300729056e-06
0,1.9202637155024094e-07
0,9.692247598500402e-07
0,4.2136514578098877e-07
0,1.7169076121882837e-07
0,5.220693302759027e-06
0,2.8579044245558666e-07
0,2.3199248212872302e-07
0,2.2992031972119416e-06
0,2.5189221850606837e-07
