idx,transaction_id,is_fraud,se_score,n_patterns,patterns,pattern_scores,n_active_indicators,ind_burst_intenso,ind_burst_30m,ind_multiplos_pix_rapidos,ind_primeira_tx_trimestre,ind_burst_conta_antiga,ind_valor_absoluto_alto,ind_valor_absoluto_muito_alto,ind_pix_acima_1000,ind_renda_desconhecida_valor_alto,ind_renda_metade_comprometida,ind_renda_incompativel,ind_idade_70_plus,ind_idade_60_plus,ind_idade_80_plus,ind_intervalo_muito_curto,ind_intervalo_curto,ind_conta_recem_aberta,ind_cliente_muito_novo,ind_valor_redondo,ind_multiplos_recebedores_distintos,ind_is_segmento_premium,ind_perfil_vulneravel_se,ind_chave_aleatoria,ind_aproximando_esgotamento,ind_recebedor_nunca_visto,ind_login_senha,ind_horario_comercial,ind_agendamento_recorrente,vl_pix,nr_idade,pix_key_random_flag,first_receiver_flag,burst_30m_flag,tx_count_prev_30m,qt_intervalo_transacao_minuto,qt_tempo_relacionamento_mes,qt_pix_dia_maximo_trimestre,qt_total_pix_trimestre,qt_envio_recebedor_trimestre,is_first_tx_trimestre,hour,is_segmento_premium_flag,pix_over_50pct_renda_flag,renda_missing_flag,is_viuvo_flag,perfil_vulneravel_se_flag,distinct_receivers_so_far,vl_mediana_pix_trimestre,ratio_valor_mediana
90477,E0000020820260221212634300177525,1,0.0,0,,,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4999.0,57,0,1,0,0,0.0,360,3,4,1,0,18,1,1,0,0,0,1,4999.0,1.0
90877,E0000020820260222114101132599525,1,0.0,0,,,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7500.0,57,0,1,0,0,817.6333,360,3,4,1,0,8,1,1,0,0,0,3,4999.0,1.5003000600120024
93675,E0000020820260224213046993254525,1,0.0,0,,,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,188.82,27,1,1,0,0,0.0,41,1,1,1,1,18,1,0,1,0,0,1,188.82,1.0
97403,E0000020820260227174607667379525,1,0.0,0,,,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,498.96,45,1,1,0,0,0.0,317,2,2,1,0,14,1,1,0,0,0,1,498.96,1.0
99082,E0000020820260228175305718144542,1,0.0,0,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2500.0,42,0,1,0,0,0.0,65,2,2,1,0,14,0,0,1,0,0,1,2500.0,1.0
100286,E0000020820260302122949317174525,1,0.0,0,,,7,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2290.0,73,0,1,0,0,0.0,390,4,4,1,0,9,1,1,0,0,0,1,3560.0,0.6432584269662921
100289,E0000020820260302131632719616542,1,0.0,0,,,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,400.0,75,1,1,0,0,0.0,58,2,2,1,0,10,0,0,1,0,0,1,400.0,1.0
100290,E0000020820260302131754985409542,1,0.0,0,,,6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,425.0,75,1,0,1,1,1.4333,58,2,2,2,0,10,0,0,1,0,0,1,400.0,1.0625
100293,E0000020820260302180826685110525,1,0.0,0,,,5,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3560.0,73,0,1,0,0,324.7167,390,4,4,1,0,15,1,1,0,0,0,2,3560.0,1.0
100299,E0000020820260304140142689492525,1,0.0,0,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1000.0,57,1,0,0,0,2505.9167,450,1,2,2,0,11,1,0,0,0,0,1,1000.0,1.0
100304,E0000020820260306122337751573525,1,0.0,0,,,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2478.98,4,0,1,0,0,0.0,27,2,2,1,0,9,0,0,1,0,0,1,2478.98,1.0
100312,E0000020820260306195449499606525,1,0.0,0,,,7,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,777.36,76,1,0,1,2,7.1,345,4,4,3,0,16,1,0,0,0,0,1,1730.67,0.4491670855795732
100319,E0000020820260310203241793243525,1,0.0,0,,,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2345.0,55,0,1,0,0,0.0,405,3,3,1,0,17,1,1,0,0,0,1,1995.0,1.1754385964912282
100322,E0000020820260311113023924649525,1,0.0,0,,,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,20000.0,51,0,1,0,0,0.0,7,6,6,1,0,8,1,0,1,0,0,1,19000.0,1.0526315789473684
100332,E0000020820260312133759856418525,1,0.0,0,,,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,499.99,60,1,0,1,1,6.1333,404,7,7,2,0,10,1,0,0,0,0,1,2329.9,0.2145971930125756
100333,E0000020820260312134203727282525,1,0.0,0,,,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,860.31,60,1,0,1,2,4.1333,404,7,7,3,0,10,1,0,0,0,0,1,2329.9,0.3692476071934417
100338,E0000020820260312161609242901525,1,0.0,0,,,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,619.99,79,0,1,0,0,0.0,125,1,1,1,1,13,0,0,1,0,0,1,619.99,1.0
100343,E0000020820260316231246610306525,1,0.0,0,,,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,300.0,60,0,1,0,0,0.0,243,1,1,1,1,20,1,0,0,0,0,1,300.0,1.0
100344,E0000020820260316231544005436525,1,0.0,0,,,6,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,530.0,82,0,0,1,1,24.9,494,2,2,2,0,20,1,0,0,0,0,1,530.0,1.0
100347,E0000020820260319121142163342525,1,0.0,0,,,8,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,990.0,61,1,1,1,1,14.7,403,9,9,1,0,9,1,1,0,0,0,2,1300.0,0.7615384615384615
